src_ip,src_port,dst_ip,dst_port,protocol,connection_state,duration,src_bytes,dst_bytes,src_packets,dst_packets,src_ttl,dst_ttl,service,500473.9375,621800.9375,2,2,0,0,0,0,66,82,0,0,0,0,1421927414,1421927414,0.017,0.013,0,0,0,0,0,0,0,0,3,7,1,3,1,1,1,attack_type,0
175.45.176.1,63277,149.171.126.18,110,tcp,FIN,1.272334,1546,129538,62,252,7,56,pop3,9437.773438,807473.5,34,116,255,255,2740345306,2161042915,45,1117,0,0,1922.146519,989.633923,1421927541,1421927542,38.555576,10.989226,0.054972,0.007835,0.047137,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.3,34032,149.171.126.11,1900,tcp,FIN,0.268598,622,268,254,252,2,1,-,16679.20117,6671.680664,10,6,255,255,3592972344,1385428528,62,45,0,0,1333.491859,68.470672,1421927542,1421927542,23.582444,48.915602,0.032841,0.024013,0.008828,0,1,0,0,0,1,2,1,1,1,1,1,Exploits,1
59.166.0.6,21995,149.171.126.6,111,udp,CON,0.307217,568,304,31,29,0,0,-,11093.13574,5937.171387,4,4,0,0,0,0,142,76,0,0,125.881031,113.504781,1421927542,1421927542,89.014336,80.27,0,0,0,0,0,0,0,0,6,7,5,2,1,1,2,,0
59.166.0.8,62629,149.171.126.7,36721,tcp,FIN,0.402313,4656,3080,31,29,7,7,-,89283.71875,59217.57422,28,30,255,255,976503568,3195121017,166,103,0,0,842.687561,21.470654,1421927541,1421927542,14.888074,13.854034,0.00069,0.00054,0.00015,0,0,0,0,0,8,8,2,2,1,1,1,,0
59.166.0.5,64935,149.171.126.8,53,udp,CON,0.001035,132,164,31,29,0,0,dns,510144.9375,633816.4375,2,2,0,0,0,0,66,82,0,0,0,0,1421927542,1421927542,0.005,0.008,0,0,0,0,0,0,0,0,4,2,2,4,2,2,2,,0
59.166.0.9,27393,149.171.126.3,5190,tcp,FIN,0.005774,2024,4312,31,29,6,6,-,2687911.25,5726359.5,24,24,255,255,1396498015,3546336348,84,180,0,0,15.380139,12.607868,1421927542,1421927542,0.235174,0.229,0.000642,0.0005,0.000142,0,0,0,0,0,7,6,2,3,1,1,1,,0
59.166.0.5,22738,149.171.126.6,80,tcp,FIN,0.004036,1042,824,31,29,2,2,http,1807730.375,1470763.125,8,10,255,255,3301888702,3302895730,130,82,1,83,33.29933,0.68735,1421927542,1421927542,0.523857,0.386333,0.000689,0.000554,0.000135,0,0,1,0,0,2,1,5,4,1,1,1,,0
59.166.0.7,9662,149.171.126.5,80,tcp,FIN,1.005718,1580,10168,31,29,3,5,http,11526.09375,76395.17188,12,18,255,255,2881888111,2882965451,132,565,1,3924,9530.102592,7674.96127,1421927541,1421927542,91.396456,59.125824,0.000709,0.000574,0.000135,0,0,1,0,0,1,1,1,1,1,1,1,,0
59.166.0.0,52711,149.171.126.1,53,udp,CON,0.000989,146,178,31,29,0,0,dns,590495.5,719919.125,2,2,0,0,0,0,73,89,0,0,0,0,1421927542,1421927542,0.001,0.007,0,0,0,0,0,0,0,0,3,1,1,2,2,1,1,,0
59.166.0.0,61266,149.171.126.0,53,udp,CON,0.001029,146,178,31,29,0,0,dns,567541.3125,691933.875,2,2,0,0,0,0,73,89,0,0,0,0,1421927542,1421927542,0.005,0.002,0,0,0,0,0,0,0,0,3,2,1,2,2,1,1,,0
59.166.0.4,18831,149.171.126.3,5190,tcp,FIN,0.131812,1920,4312,31,29,6,6,-,111249.3516,250842.0938,22,24,255,255,1096498220,3246388040,87,180,0,0,449.366574,424.992214,1421927542,1421927542,6.257381,5.702913,0.000797,0.000634,0.000163,0,0,0,0,0,10,6,2,3,2,1,1,,0
59.166.0.5,25439,149.171.126.7,6881,tcp,FIN,0.497559,13142,548216,31,29,21,197,-,210387.1094,8794374,228,438,255,255,1156505076,3305903894,58,1252,0,0,499.876146,359.415035,1421927542,1421927542,2.190379,1.137499,0.000597,0.000468,0.000129,0,0,0,0,0,17,8,2,4,1,1,1,,0
59.166.0.8,64416,149.171.126.2,80,tcp,FIN,1.045015,1580,10168,31,29,3,5,http,11092.66406,73522.39063,12,18,255,255,856506634,857519053,132,565,1,3924,9546.042718,7688.266547,1421927541,1421927542,94.968361,61.438295,0.000697,0.00056,0.000137,0,0,1,0,0,1,1,2,2,1,1,1,,0
59.166.0.4,47257,149.171.126.2,22,tcp,FIN,0.012844,5928,8010,31,29,14,17,ssh,3633136,4903145.5,62,58,255,255,1636497565,3786380316,96,138,0,0,13.049885,13.814408,1421927542,1421927542,0.210557,0.212193,0.00077,0.000609,0.000161,0,0,0,0,0,2,1,2,3,1,1,1,,0
59.166.0.4,31779,149.171.126.4,5190,tcp,FIN,0.132766,1920,4312,31,29,6,6,-,110449.9688,249039.6719,22,24,255,255,1516498632,3662149463,87,180,0,0,526.929454,499.838823,1421927542,1421927542,6.302048,5.749565,0.000646,0.000519,0.000127,0,0,0,0,0,10,4,1,3,2,1,1,,0
59.166.0.6,23604,149.171.126.6,64509,udp,CON,0.133143,520,304,31,29,0,0,-,23433.45313,13699.55664,4,4,0,0,0,0,130,76,0,0,47.617043,51.843891,1421927542,1421927542,33.674332,36.665668,0,0,0,0,0,0,0,0,6,7,5,2,1,1,2,,0
59.166.0.9,59026,149.171.126.6,111,udp,CON,0.153207,568,304,31,29,0,0,-,22244.41406,11905.46094,4,4,0,0,0,0,142,76,0,0,65.055004,43.319953,1421927542,1421927542,46.007332,30.638334,0,0,0,0,0,0,0,0,7,7,5,3,1,1,2,,0
59.166.0.9,60507,149.171.126.6,24503,udp,CON,0.050116,520,304,31,29,0,0,-,62255.57031,36395.5625,4,4,0,0,0,0,130,76,0,0,9.905151,17.419811,1421927542,1421927542,7.007,12.328667,0,0,0,0,0,0,0,0,7,7,5,3,1,1,2,,0
59.166.0.5,64935,149.171.126.8,53,udp,CON,0.001035,132,164,31,29,0,0,dns,510144.9375,633816.4375,2,2,0,0,0,0,66,82,0,0,0,0,1421927542,1421927542,0.005,0.008,0,0,0,0,0,0,0,0,4,2,2,4,2,2,2,,0
59.166.0.1,19745,149.171.126.1,58474,tcp,FIN,0.02658,2974,30506,31,29,7,18,-,876749.4375,8998044,48,50,255,255,89014374,2239200872,62,610,0,0,34.131684,33.805055,1421927543,1421927543,0.558447,0.517755,0.001422,0.0012,0.000222,0,0,0,0,0,4,5,2,2,1,1,1,,0
59.166.0.5,54857,149.171.126.7,6881,tcp,FIN,1.475216,13142,548216,31,29,21,197,-,70959.10156,2966155.5,228,438,255,255,3301893337,3306975342,58,1252,0,0,1829.626769,1318.384917,1421927542,1421927543,6.497234,3.374705,0.000568,0.000466,0.000102,0,0,0,0,0,17,8,3,3,2,1,2,,0
59.166.0.5,49352,149.171.126.5,53,udp,CON,0.001029,146,178,31,29,0,0,dns,567541.3125,691933.875,2,2,0,0,0,0,73,89,0,0,0,0,1421927543,1421927543,0.008,0.008,0,0,0,0,0,0,0,0,4,2,3,3,1,1,1,,0
59.166.0.6,24666,149.171.126.6,23428,tcp,FIN,0.680382,4256,3080,31,29,7,7,-,48255.24219,35015.62109,28,30,255,255,1216502513,3607191371,152,103,0,0,1419.674094,36.406344,1421927542,1421927543,25.187185,23.443346,0.000655,0.000521,0.000134,0,0,0,0,0,6,7,2,1,1,1,1,,0
59.166.0.2,58668,149.171.126.0,65209,tcp,FIN,0.142732,4240,2664,31,29,7,7,-,225765.7813,142532.8594,20,22,255,255,2056508226,4209454884,212,121,0,0,711.082709,20.1224,1421927543,1421927543,7.495053,6.77219,0.000651,0.000513,0.000138,0,0,0,0,0,7,9,3,5,1,1,3,,0
59.166.0.2,8707,149.171.126.9,42418,tcp,FIN,0.036609,4014,59356,31,29,7,28,-,864268.3125,12780245,68,68,255,255,3966081984,1830662078,59,873,0,0,30.491135,0,1421927543,1421927543,0.540627,0.537612,0.000732,0.000585,0.000147,0,0,0,0,0,7,8,3,5,1,1,2,,0
59.166.0.0,27111,149.171.126.1,80,tcp,FIN,1.012087,1684,10168,31,29,3,5,http,12362.57324,75914.42188,14,18,255,255,1336501197,1337501829,120,565,1,3924,8766.862843,7677.076062,1421927542,1421927543,77.823769,59.503824,0.000654,0.000518,0.000136,0,0,1,0,0,3,3,2,2,2,1,1,,0
59.166.0.5,55971,149.171.126.7,6881,tcp,FIN,0.885655,13246,548216,31,29,21,197,-,119134.4297,4940660,230,438,255,255,1156505930,1161055509,58,1252,0,0,1009.23659,731.56667,1421927542,1421927543,3.866083,2.025599,0.00059,0.000464,0.000126,0,0,0,0,0,17,8,3,3,2,1,2,,0
59.166.0.8,33112,149.171.126.5,5190,tcp,FIN,0.283981,1470,1728,31,29,5,4,-,39551.94141,45214.29297,22,14,255,255,3721884849,3722158444,67,123,0,0,1114.687508,39.169238,1421927542,1421927543,13.522905,21.793461,0.000629,0.000526,0.000103,0,0,0,0,0,8,8,3,2,1,1,1,,0
59.166.0.9,25740,149.171.126.6,24487,tcp,FIN,0.677546,4256,3080,31,29,7,7,-,48457.22656,35162.1875,28,30,255,255,3426082570,1378428449,152,103,0,0,1292.710022,31.704793,1421927542,1421927543,25.082407,23.338275,0.000885,0.000732,0.000153,0,0,0,0,0,7,7,2,1,1,1,1,,0
59.166.0.2,18763,149.171.126.0,111,udp,CON,0.004998,568,312,31,29,0,0,-,681872.75,374549.8438,4,4,0,0,0,0,142,78,0,0,1.84178,1.614327,1421927543,1421927543,1.310333,1.147,0,0,0,0,0,0,0,0,7,9,3,5,1,1,3,,0
59.166.0.1,21346,149.171.126.5,63372,tcp,FIN,0.042983,4014,59460,31,29,7,28,-,736105,10908685,68,70,255,255,2238598508,2254892108,59,849,0,0,34.637585,33.564427,1421927543,1421927543,0.636045,0.623809,0.000716,0.00056,0.000156,0,0,0,0,0,4,8,3,2,1,1,1,,0
59.166.0.2,21407,149.171.126.0,44368,udp,CON,0.001821,528,304,31,29,0,0,-,1739703.5,1001647.438,4,4,0,0,0,0,132,76,0,0,0.626025,0.345775,1421927543,1421927543,0.446667,0.251,0,0,0,0,0,0,0,0,7,9,3,5,1,1,3,,0
59.166.0.2,42883,149.171.126.9,25539,tcp,FIN,0.023017,2974,30506,31,29,7,18,-,1012469,10390928,48,50,255,255,1816497802,1816754325,62,610,0,0,30.811166,29.308011,1421927543,1421927543,0.482723,0.445776,0.001348,0.001167,0.000181,0,0,0,0,0,7,8,3,5,1,1,2,,0
59.166.0.8,17634,149.171.126.9,53,udp,CON,0.001203,146,178,31,29,0,0,dns,485453.0625,591853.6875,2,2,0,0,0,0,73,89,0,0,0,0,1421927543,1421927543,0.01,0.003,0,0,0,0,0,0,0,0,2,2,3,2,1,1,1,,0
59.166.0.0,49503,149.171.126.7,80,tcp,FIN,1.043965,1684,10168,31,29,3,5,http,11985.07617,73596.33594,14,18,255,255,3606087310,3607060504,120,565,1,3924,8769.911184,7679.78047,1421927542,1421927543,80.276305,61.377118,0.0007,0.00055,0.00015,0,0,1,0,0,3,3,3,2,2,1,1,,0
59.166.0.1,5305,149.171.126.0,22,tcp,FIN,1.353168,9504,12298,31,29,26,31,ssh,55667.88281,72073.82813,108,114,255,255,1756497754,3902189804,88,108,0,0,1471.370632,1433.049351,1421927543,1421927544,12.642916,11.969539,0.000758,0.000599,0.000159,0,0,0,0,0,1,1,1,2,1,1,1,,0
59.166.0.1,3004,149.171.126.4,53121,tcp,FIN,0.018013,2438,19266,31,29,7,13,-,1054349.625,8342863.5,38,40,255,255,2714404185,2754254687,64,482,0,0,29.192569,28.731399,1421927544,1421927544,0.477811,0.447564,0.000698,0.000556,0.000142,0,0,0,0,0,4,4,1,2,1,1,1,,0
59.166.0.2,26515,149.171.126.9,53,udp,CON,0.001085,146,178,31,29,0,0,dns,538248.875,656221.1875,2,2,0,0,0,0,73,89,0,0,0,0,1421927544,1421927544,0.008,0.008,0,0,0,0,0,0,0,0,1,3,3,1,1,1,1,,0
59.166.0.5,2910,149.171.126.7,53,udp,CON,0.001046,146,178,31,29,0,0,dns,558317.375,680688.3125,2,2,0,0,0,0,73,89,0,0,0,0,1421927544,1421927544,0.001,0.01,0,0,0,0,0,0,0,0,4,4,3,4,1,1,2,,0
59.166.0.9,7012,149.171.126.1,21,tcp,FIN,0.024604,2934,3742,31,29,11,15,ftp,935782.8125,1194277.375,52,54,255,255,689018055,2835478776,56,69,0,0,32.717163,0.860629,1421927544,1421927544,0.476255,0.454943,0.000612,0.000488,0.000124,0,0,0,1,1,1,1,6,6,1,1,5,,0
59.166.0.9,7957,149.171.126.1,25740,tcp,FIN,0.003372,320,1826,31,29,1,2,ftp-data,633451.9375,3791221.75,6,8,255,255,689019371,692864105,53,228,0,0,34.33979,0.693528,1421927544,1421927544,0.6098,0.401143,0.00071,0.000561,0.000149,0,0,0,0,0,3,3,6,6,1,1,5,,0
59.166.0.8,63296,149.171.126.9,80,tcp,FIN,1.032371,1684,10168,31,29,3,5,http,12119.67383,74422.85156,14,18,255,255,29017330,2179671577,120,565,1,3924,8776.797394,7685.347691,1421927543,1421927544,79.38131,60.700706,0.00059,0.000455,0.000135,0,0,1,0,0,1,2,3,1,1,1,1,,0
59.166.0.4,25168,149.171.126.3,80,tcp,FIN,0.025267,1058,822,31,29,2,2,http,293188.75,234297.7031,8,10,255,255,209017904,212465917,132,82,1,82,204.639067,5.031048,1421927544,1421927544,3.553857,2.750889,0.000651,0.000506,0.000145,0,0,1,0,0,3,2,2,7,1,1,1,,0
59.166.0.9,44629,149.171.126.1,11922,tcp,FIN,0.004099,424,8824,31,29,1,4,ftp-data,724079.0625,15787266,8,12,255,255,2838601002,2845945496,53,735,0,0,31.707268,19.419091,1421927544,1421927544,0.538571,0.325818,0.000651,0.000511,0.00014,0,0,0,0,0,3,3,6,6,1,1,5,,0
59.166.0.9,5329,149.171.126.9,53,udp,CON,0.001128,130,162,31,29,0,0,dns,460992.9063,574468.125,2,2,0,0,0,0,65,81,0,0,0,0,1421927544,1421927544,0.011,0.009,0,0,0,0,0,0,0,0,3,3,3,6,1,1,1,,0
59.166.0.5,28102,149.171.126.7,6881,tcp,FIN,2.061927,12622,548216,31,29,21,197,-,48750.51172,2122150.75,218,438,255,255,3301894250,1162124680,58,1252,0,0,3136.242951,2209.979328,1421927542,1421927544,9.500493,4.717302,0.000584,0.000462,0.000122,0,0,0,0,0,6,6,3,4,1,1,2,,0
59.166.0.4,23470,149.171.126.2,53,udp,CON,0.00105,132,164,31,29,0,0,dns,502857.1563,624761.9375,2,2,0,0,0,0,66,82,0,0,0,0,1421927544,1421927544,0.011,0.008,0,0,0,0,0,0,0,0,3,2,5,7,2,1,4,,0
59.166.0.1,47366,149.171.126.3,57450,tcp,FIN,0.057993,5174,83812,31,29,7,39,-,705878.3125,11436001,90,92,255,255,569014070,569277672,57,911,0,0,36.961924,36.561867,1421927544,1421927544,0.647888,0.630604,0.000758,0.000602,0.000156,0,0,0,0,0,1,5,2,1,1,1,1,,0
59.166.0.7,54473,149.171.126.8,21168,udp,CON,0.001783,520,304,31,29,0,0,-,1749859.875,1022995,4,4,0,0,0,0,130,76,0,0,0.65431,0.326925,1421927544,1421927544,0.468667,0.236667,0,0,0,0,0,0,0,0,9,4,3,3,1,1,3,,0
59.166.0.5,48788,149.171.126.1,80,tcp,FIN,1.066115,1580,10168,31,29,3,5,http,10873.12305,72067.27344,12,18,255,255,1696500913,3842864571,132,565,1,3924,9951.224563,8014.048263,1421927543,1421927544,96.885724,62.684528,0.000609,0.000473,0.000136,0,0,1,0,0,4,2,6,4,1,1,1,,0
59.166.0.4,29958,149.171.126.2,6881,tcp,FIN,0.288824,1540,1644,31,29,4,4,-,39996.67578,43015.81641,16,18,255,255,209022932,244146159,96,91,0,0,1157.399461,31.537559,1421927544,1421927544,19.233866,16.955883,0.000701,0.000563,0.000138,0,0,0,0,0,12,11,5,7,3,1,4,,0
59.166.0.5,48542,149.171.126.4,25,tcp,FIN,0.024198,37268,3276,31,29,18,8,smtp,12084305,1056285.625,52,40,255,255,2774403932,630481761,717,82,0,0,25.987993,1.289316,1421927544,1421927544,0.467588,0.605282,0.000741,0.000586,0.000155,0,0,0,0,0,1,2,1,4,1,1,1,,0
59.166.0.7,25062,149.171.126.8,111,udp,CON,0.004442,568,304,31,29,0,0,-,767222,410625.875,4,4,0,0,0,0,142,76,0,0,1.709785,1.421285,1421927544,1421927544,1.217,1.011,0,0,0,0,0,0,0,0,9,4,3,3,1,1,3,,0
59.166.0.7,57646,149.171.126.8,54277,tcp,FIN,0.004957,3736,2456,31,29,7,7,-,5695380.5,3744200.25,18,18,255,255,269019018,272052191,208,136,0,0,13.26812,0.34359,1421927544,1421927544,0.268,0.263,0.000615,0.000482,0.000133,0,0,0,0,0,9,4,3,3,1,1,3,,0
59.166.0.9,49957,149.171.126.1,5190,tcp,FIN,0.004978,1470,1728,31,29,5,4,-,2256327.75,2579349,22,14,255,255,509016416,2658902208,67,123,0,0,14.994013,0.457535,1421927544,1421927544,0.237048,0.327308,0.000722,0.000586,0.000136,0,0,0,0,0,3,4,6,6,1,1,5,,0
59.166.0.4,65446,149.171.126.7,53,udp,CON,0.001085,146,178,31,29,0,0,dns,538248.875,656221.1875,2,2,0,0,0,0,73,89,0,0,0,0,1421927544,1421927544,0.007,0.008,0,0,0,0,0,0,0,0,3,4,3,7,2,1,1,,0
59.166.0.9,39457,149.171.126.1,23183,tcp,FIN,0.005045,8928,320,31,29,4,1,ftp-data,13147275,423389.5,14,6,255,255,689021164,699969270,638,53,0,0,22.956112,1.466008,1421927544,1421927544,0.388077,0.8848,0.000622,0.000487,0.000135,0,0,0,0,0,3,3,6,6,1,1,5,,0
59.166.0.4,56027,149.171.126.2,6881,tcp,FIN,0.238833,1540,1644,31,29,4,4,-,48368.52734,52019.61328,16,18,255,255,209019245,2396683325,96,91,0,0,1169.721654,26.348939,1421927544,1421927544,15.899933,14.017177,0.000656,0.000531,0.000125,0,0,0,0,0,12,11,5,7,3,1,4,,0
59.166.0.4,56590,149.171.126.0,5190,tcp,FIN,0.004568,1470,1728,31,29,5,4,-,2458844.25,2810858.25,22,14,255,255,2534400906,389335075,67,123,0,0,13.350123,0.38224,1421927544,1421927544,0.217524,0.292154,0.000773,0.000628,0.000145,0,0,0,0,0,12,5,1,7,1,1,1,,0
59.166.0.3,30229,149.171.126.2,5190,tcp,FIN,0.004448,1470,1728,31,29,5,4,-,2525180,2886690.75,22,14,255,255,2598594996,449284168,67,123,0,0,13.082489,0.386972,1421927544,1421927544,0.21181,0.291615,0.000669,0.000524,0.000145,0,0,0,0,0,1,11,5,1,1,1,1,,0
59.166.0.4,30888,149.171.126.2,6881,tcp,FIN,0.288758,1540,1644,31,29,4,4,-,40005.81641,43025.64453,16,18,255,255,2354410372,2397898475,96,91,0,0,1114.071765,29.897883,1421927544,1421927544,19.226867,16.955354,0.000642,0.000507,0.000135,0,0,0,0,0,12,11,5,7,3,1,4,,0
175.45.176.3,60693,149.171.126.12,25,tcp,FIN,0.845473,3209,1876,62,252,8,8,smtp,28992.05469,16871.0293,22,20,255,255,1039472298,2119307710,146,94,0,0,1917.155626,50.266172,1421927543,1421927544,40.26062,44.131367,0.052259,0.006333,0.045926,0,1,0,0,0,1,1,1,1,1,1,1,Exploits,1
175.45.176.0,14832,149.171.126.11,119,tcp,FIN,0.309507,4600,618,254,252,4,3,-,110420.7578,14397.08887,14,10,255,255,284727322,1097538583,329,62,0,0,1401.495281,42.404832,1421927544,1421927544,22.639154,33.528109,0.052864,0.007747,0.045117,0,1,0,0,0,2,2,1,1,1,1,1,Exploits,1
175.45.176.2,48917,149.171.126.12,80,tcp,FIN,0.319114,1902,22956,62,252,4,10,http,44297.64844,551527.0625,14,24,255,255,1372268709,1339527535,136,957,3,1174,1216.210287,1231.109266,1421927545,1421927545,24.547231,13.367174,0.059301,0.007012,0.052289,0,1,1,0,0,1,1,1,1,1,1,1,Exploits,1
59.166.0.4,54877,149.171.126.2,6881,tcp,FIN,1.382207,13038,548216,31,29,21,197,-,75132.01563,3165748.5,226,438,255,255,2354406696,227720578,58,1252,0,0,423.797554,278.723834,1421927544,1421927545,6.141689,3.161668,0.000706,0.000554,0.000152,0,0,0,0,0,12,11,2,3,1,1,1,,0
59.166.0.5,13399,149.171.126.6,111,udp,CON,0.072175,568,304,31,29,0,0,-,47218.5625,25271.9082,4,4,0,0,0,0,142,76,0,0,26.869586,33.290117,1421927545,1421927545,19.008666,23.547666,0,0,0,0,0,0,0,0,6,6,3,7,1,1,3,,0
59.166.0.8,11254,149.171.126.4,25,tcp,FIN,0.029672,37268,3380,31,29,18,8,smtp,9854947,889727.6875,52,42,255,255,869017004,870093109,717,80,0,0,39.368909,1.609474,1421927545,1421927545,0.574725,0.710781,0.00066,0.000525,0.000135,0,0,0,0,0,2,2,2,5,1,1,2,,0
59.166.0.8,62232,149.171.126.3,60202,tcp,FIN,0.029921,2438,19266,31,29,7,13,-,634738.125,5022559.5,38,40,255,255,3378600085,3447950166,64,482,0,0,59.498411,56.425621,1421927545,1421927545,0.821556,0.75241,0.000709,0.000573,0.000136,0,0,0,0,0,2,5,1,5,1,1,1,,0
59.166.0.7,41565,149.171.126.8,22,tcp,FIN,1.751623,5928,8010,31,29,14,17,ssh,26640.43555,35952.94141,62,58,255,255,1996497443,4146361519,96,138,0,0,2063.763627,2141.922449,1421927543,1421927545,28.715131,30.717981,0.000945,0.000564,0.000381,0,0,0,0,0,1,3,2,1,1,1,1,,0
59.166.0.5,61632,149.171.126.7,6881,tcp,FIN,3.042251,13142,548216,31,29,21,197,-,34408.73047,1438316.5,228,438,255,255,1156503303,3312247370,58,1252,0,0,4307.673317,3104.939438,1421927542,1421927545,13.396995,6.960615,0.00058,0.000458,0.000122,0,0,0,0,0,6,6,4,7,2,1,3,,0
59.166.0.5,14835,149.171.126.6,39212,udp,CON,0.035156,520,304,31,29,0,0,-,88747.29688,51883.03516,4,4,0,0,0,0,130,76,0,0,9.408291,10.399184,1421927545,1421927545,6.663667,7.361333,0,0,0,0,0,0,0,0,6,6,3,7,1,1,3,,0
59.166.0.2,57804,149.171.126.7,80,tcp,FIN,1.01884,1684,10168,31,29,3,5,http,12280.63379,75411.25781,14,18,255,255,2478598035,330060561,120,565,1,3924,8765.792614,7676.431486,1421927544,1421927545,78.344462,59.900235,0.000674,0.000531,0.000143,0,0,1,0,0,1,1,4,1,1,1,1,,0
59.166.0.5,13403,149.171.126.9,80,tcp,FIN,0.039348,1042,824,31,29,2,2,http,185422.3906,150859,8,10,255,255,3078598104,3082037391,130,82,1,83,345.075404,8.119463,1421927545,1421927545,5.565571,4.313222,0.000662,0.000525,0.000137,0,0,1,0,0,4,2,1,7,1,1,1,,0
59.166.0.8,39379,149.171.126.2,53,udp,CON,0.001129,146,178,31,29,0,0,dns,517271.9375,630646.625,2,2,0,0,0,0,73,89,0,0,0,0,1421927545,1421927545,0.01,0.008,0,0,0,0,0,0,0,0,2,2,2,5,2,1,1,,0
59.166.0.5,37358,149.171.126.6,14659,tcp,FIN,0.370613,4256,3080,31,29,7,7,-,88588.36719,64282.6875,28,30,255,255,989018262,1032711112,152,103,0,0,709.892567,17.401723,1421927545,1421927545,13.714111,12.761621,0.000693,0.000522,0.000171,0,0,0,0,0,6,6,3,7,1,1,3,,0
59.166.0.6,9714,149.171.126.5,45490,tcp,FIN,0.046819,4014,59460,31,29,7,28,-,675794,10014908,68,70,255,255,2954403713,823825113,59,849,0,0,0,41.348665,1421927545,1421927545,0.69391,0.669855,0.000731,0.000596,0.000135,0,0,0,0,0,12,2,2,3,1,1,2,,0
59.166.0.8,58574,149.171.126.4,15687,tcp,FIN,0.120956,5174,83812,31,29,7,39,-,338437.0938,5483051.5,90,92,255,255,1229015916,3379509702,57,911,0,0,89.334713,88.626416,1421927545,1421927545,1.355494,1.322736,0.000715,0.000586,0.000129,0,0,0,0,0,2,3,2,5,1,1,2,,0
59.166.0.5,24606,149.171.126.7,6881,tcp,FIN,3.428809,16328,707082,31,29,26,253,-,37963.03516,1646799.25,286,560,255,255,3301890745,1159983369,57,1263,0,0,5239.18756,3755.055776,1421927542,1421927545,12.029761,6.132953,0.000619,0.000484,0.000135,0,0,0,0,0,6,6,4,7,2,1,3,,0
59.166.0.6,16386,149.171.126.1,5190,tcp,FIN,0.004561,1470,1728,31,29,5,4,-,2462617.75,2815172,22,14,255,255,3198596022,1049279309,67,123,0,0,13.361666,0.388864,1421927545,1421927545,0.21719,0.298,0.000709,0.000553,0.000156,0,0,0,0,0,12,4,3,3,1,1,1,,0
59.166.0.6,7987,149.171.126.5,2828,tcp,FIN,0.024036,3078,30506,31,29,7,18,-,1004160.438,9950408,50,50,255,255,2954400465,809297125,62,610,0,0,28.900668,0.749422,1421927545,1421927545,0.483367,0.479571,0.000663,0.000528,0.000135,0,0,0,0,0,12,2,2,3,1,1,2,,0
59.166.0.1,42142,149.171.126.1,53,udp,CON,0.000967,146,178,31,29,0,0,dns,603929.6875,736297.8125,2,2,0,0,0,0,73,89,0,0,0,0,1421927545,1421927545,0.005,0.006,0,0,0,0,0,0,0,0,1,1,3,1,1,1,1,,0
59.166.0.4,64940,149.171.126.0,53,udp,CON,0.001055,146,178,31,29,0,0,dns,553554.5,674881.5,2,2,0,0,0,0,73,89,0,0,0,0,1421927545,1421927545,0.005,0.001,0,0,0,0,0,0,0,0,3,1,1,3,1,1,1,,0
59.166.0.5,11481,149.171.126.7,53,udp,CON,0.001013,132,164,31,29,0,0,dns,521224.0625,647581.4375,2,2,0,0,0,0,66,82,0,0,0,0,1421927545,1421927545,0.001,0.006,0,0,0,0,0,0,0,0,4,4,4,7,1,1,3,,0
59.166.0.4,58793,149.171.126.1,80,tcp,FIN,1.097838,1684,10168,31,29,3,5,http,11396.94531,69984.82031,14,18,255,255,149017551,150066592,120,565,1,3924,8802.259452,7707.721554,1421927544,1421927545,84.420695,64.546059,0.000687,0.00055,0.000137,0,0,1,0,0,3,2,3,3,1,1,1,,0
59.166.0.8,1123,149.171.126.8,53,udp,CON,0.001023,146,178,31,29,0,0,dns,570870,695992.1875,2,2,0,0,0,0,73,89,0,0,0,0,1421927545,1421927545,0.01,0.004,0,0,0,0,0,0,0,0,2,3,2,5,2,1,1,,0
59.166.0.0,29776,149.171.126.6,53,udp,CON,0.001045,130,162,31,29,0,0,dns,497607.625,620095.6875,2,2,0,0,0,0,65,81,0,0,0,0,1421927546,1421927546,0.007,0.004,0,0,0,0,0,0,0,0,2,1,3,4,2,1,2,,0
59.166.0.0,31434,149.171.126.2,143,tcp,FIN,0.044083,7810,14540,31,29,30,32,-,1405712,2617789.25,122,126,255,255,1529017430,3675445366,64,115,0,0,28.015667,0.688892,1421927546,1421927546,0.364433,0.348432,0.000667,0.000525,0.000142,0,0,0,0,0,2,11,3,4,1,1,1,,0
59.166.0.0,61882,149.171.126.9,53,udp,CON,0.001013,132,164,31,29,0,0,dns,521224.0625,647581.4375,2,2,0,0,0,0,66,82,0,0,0,0,1421927546,1421927546,0.001,0.009,0,0,0,0,0,0,0,0,2,3,4,4,2,1,1,,0
59.166.0.6,44027,149.171.126.7,53,udp,CON,0.001022,130,162,31,29,0,0,dns,508806.2813,634050.875,2,2,0,0,0,0,65,81,0,0,0,0,1421927546,1421927546,0.001,0.008,0,0,0,0,0,0,0,0,1,4,1,3,1,1,1,,0
59.166.0.4,57847,149.171.126.2,6881,tcp,FIN,2.70794,13662,548216,31,29,21,197,-,40192.91406,1615885.125,238,438,255,255,209021131,2385308021,57,1252,0,0,2299.393522,1706.880247,1421927544,1421927546,11.424472,6.195483,0.000643,0.000504,0.000139,0,0,0,0,0,12,11,3,5,1,1,1,,0
