src_ip,dst_ip,dst_port,duration,src_bytes,dst_bytes,src_packets,dst_packets,service,timestamp,protocol,connection_state,src_ttl,dst_ttl,attack_type
192.168.1.88,10.0.0.146,80,0.008054772205352778,107,199,3,2,http,2025-03-27 10:00:01.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.20,10.0.0.247,80,0.007397458761291736,405,145,3,2,http,2025-03-27 10:00:14.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.254,10.0.0.29,80,0.0021262902283904015,362,65,5,2,http,2025-03-27 10:00:36.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.24,10.0.0.218,80,0.0025526714898192033,338,88,2,2,http,2025-03-27 10:00:09.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.66,10.0.0.81,80,0.00577036433702045,119,173,7,3,http,2025-03-27 10:00:12.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.252,10.0.0.142,80,0.004086394753441467,123,71,5,1,http,2025-03-27 10:00:21.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.199,10.0.0.241,80,0.0013023023630747469,449,112,6,3,http,2025-03-27 10:00:41.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.10,10.0.0.144,80,0.006236071706222335,420,89,4,3,http,2025-03-27 10:00:28.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.200,10.0.0.182,80,0.004387250987937918,250,70,7,3,http,2025-03-27 10:00:13.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.88,10.0.0.52,80,0.0020965016168091356,352,71,2,4,http,2025-03-27 10:00:46.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.135,10.0.0.151,80,0.006636484140516359,422,110,7,2,http,2025-03-27 10:00:47.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.50,10.0.0.150,80,0.009226387925740084,186,114,4,2,http,2025-03-27 10:00:03.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.250,10.0.0.47,80,0.0062499742054154175,423,182,5,3,http,2025-03-27 10:00:27.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.41,10.0.0.122,80,0.003944411666584685,111,79,2,3,http,2025-03-27 10:00:09.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.161,10.0.0.88,80,0.0010469592122639086,202,164,7,4,http,2025-03-27 10:00:42.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.75,10.0.0.100,80,0.008802808035374027,202,183,6,2,http,2025-03-27 10:00:17.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.112,10.0.0.40,80,0.006501228554657391,276,167,2,4,http,2025-03-27 10:00:17.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.51,10.0.0.121,80,0.0018704111615005117,230,74,4,2,http,2025-03-27 10:00:03.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.112,10.0.0.226,80,0.0016720829874359213,289,75,4,1,http,2025-03-27 10:00:10.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.82,10.0.0.135,80,0.0021280235110889088,179,187,2,2,http,2025-03-27 10:00:05.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.114,10.0.0.21,80,0.0036273709974596036,387,120,3,2,http,2025-03-27 10:00:27.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.218,10.0.0.65,80,0.003914160998720176,349,162,6,1,http,2025-03-27 10:00:01.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.248,10.0.0.83,80,0.00605466203214252,376,198,3,3,http,2025-03-27 10:00:36.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.92,10.0.0.63,80,0.0070492763285738514,346,132,4,2,http,2025-03-27 10:00:28.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.43,10.0.0.51,80,0.008056116468844268,358,62,5,4,http,2025-03-27 10:00:23.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.137,10.0.0.34,80,0.007551378954561413,475,187,5,1,http,2025-03-27 10:00:24.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.213,10.0.0.217,80,0.008684180002227681,483,61,5,3,http,2025-03-27 10:00:10.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.119,10.0.0.184,80,0.00391360569471315,408,68,6,2,http,2025-03-27 10:00:15.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.175,10.0.0.3,80,0.003902956576067504,417,122,5,1,http,2025-03-27 10:00:35.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.237,10.0.0.21,80,0.0015057889613074723,448,186,2,2,http,2025-03-27 10:00:46.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.100,10.0.0.140,80,0.0035752287000220782,145,96,4,4,http,2025-03-27 10:00:27.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.209,10.0.0.131,80,0.0035711137716684734,174,56,6,4,http,2025-03-27 10:00:04.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.89,10.0.0.98,80,0.007907718401550799,257,169,3,2,http,2025-03-27 10:00:19.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.5,10.0.0.40,80,0.002256684128840576,378,134,2,4,http,2025-03-27 10:00:31.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.119,10.0.0.60,80,0.0015745064601221299,491,194,4,1,http,2025-03-27 10:00:26.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.12,10.0.0.133,80,0.006615018543726073,275,76,7,2,http,2025-03-27 10:00:37.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.2,10.0.0.85,80,0.0019697247422318055,481,61,6,1,http,2025-03-27 10:00:28.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.145,10.0.0.34,80,0.004266704654131742,343,94,2,4,http,2025-03-27 10:00:23.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.42,10.0.0.229,80,0.002971928296427574,375,62,4,1,http,2025-03-27 10:00:27.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.37,10.0.0.146,80,0.008409286909797028,481,109,7,3,http,2025-03-27 10:00:41.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.241,10.0.0.190,80,0.0016568361297620425,275,163,7,3,http,2025-03-27 10:00:30.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.56,10.0.0.91,80,0.00841126484298459,342,84,4,3,http,2025-03-27 10:00:34.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.169,10.0.0.86,80,0.005743206691617854,182,68,6,4,http,2025-03-27 10:00:02.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.13,10.0.0.85,80,0.008779511036828473,451,103,6,2,http,2025-03-27 10:00:22.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.107,10.0.0.72,80,0.003512397641267895,457,114,3,1,http,2025-03-27 10:00:04.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.44,10.0.0.61,80,0.00684079367864331,101,137,2,2,http,2025-03-27 10:00:23.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.180,10.0.0.52,80,0.005657672375158359,195,76,5,2,http,2025-03-27 10:00:38.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.224,10.0.0.235,80,0.009905653840029189,380,86,2,1,http,2025-03-27 10:00:06.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.41,10.0.0.28,80,0.0018074158176026056,309,135,3,4,http,2025-03-27 10:00:34.299999999,TCP,ESTABLISHED,64,64,0
192.168.1.109,10.0.0.133,80,0.002436709869264966,404,146,3,4,http,2025-03-27 10:00:09.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.33,10.0.0.14,80,0.001068761065461163,302,109,5,3,http,2025-03-27 10:00:04.099999999,TCP,ESTABLISHED,64,64,0
192.168.1.156,10.0.0.61,80,0.006451981959898749,459,123,5,3,http,2025-03-27 10:00:43.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.40,10.0.0.24,80,0.004477348522152001,129,121,4,1,http,2025-03-27 10:00:25.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.246,10.0.0.243,80,0.008218698968796343,218,111,7,4,http,2025-03-27 10:00:31.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.177,10.0.0.18,80,0.005391768164129917,176,118,7,3,http,2025-03-27 10:00:13.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.184,10.0.0.213,80,0.009573830509357107,242,161,5,2,http,2025-03-27 10:00:19.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.92,10.0.0.88,80,0.0031332250290324122,172,55,4,4,http,2025-03-27 10:00:41.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.17,10.0.0.108,80,0.007934891605514638,311,64,4,3,http,2025-03-27 10:00:24.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.95,10.0.0.15,80,0.009847820672030133,422,63,6,3,http,2025-03-27 10:00:16.899999999,TCP,ESTABLISHED,64,64,0
192.168.1.62,10.0.0.101,80,0.0015232293539233096,314,164,4,3,http,2025-03-27 10:00:13.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.49,10.0.0.169,80,0.0072972336605083505,175,197,5,2,http,2025-03-27 10:00:45.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.233,10.0.0.115,80,0.00359925123858321,462,122,3,4,http,2025-03-27 10:00:38.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.162,10.0.0.10,80,0.006978811385323623,112,50,7,1,http,2025-03-27 10:00:18.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.62,10.0.0.14,80,0.0011780464935516328,227,90,3,1,http,2025-03-27 10:00:21.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.115,10.0.0.69,80,0.00805481304845334,116,119,3,1,http,2025-03-27 10:00:07.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.8,10.0.0.171,80,0.005083708482656164,102,146,3,2,http,2025-03-27 10:00:24.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.187,10.0.0.203,80,0.003965410091397423,332,146,5,4,http,2025-03-27 10:00:45.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.46,10.0.0.250,80,0.009878098250945967,314,159,7,4,http,2025-03-27 10:00:05.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.36,10.0.0.88,80,0.0058056388822692664,218,157,3,3,http,2025-03-27 10:00:03.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.88,10.0.0.117,80,0.003224051837867048,316,189,2,3,http,2025-03-27 10:00:21.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.174,10.0.0.135,80,0.007924927800003837,441,101,3,1,http,2025-03-27 10:00:15.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.254,10.0.0.252,80,0.004732040982059361,254,60,2,2,http,2025-03-27 10:00:04.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.119,10.0.0.69,80,0.006364779351744747,227,174,2,4,http,2025-03-27 10:00:13.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.43,10.0.0.114,80,0.008832674311170921,239,139,4,2,http,2025-03-27 10:00:31.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.91,10.0.0.74,80,0.00562703770922912,348,103,6,3,http,2025-03-27 10:00:39.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.239,10.0.0.190,80,0.009177121696584266,198,68,3,2,http,2025-03-27 10:00:00.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.64,10.0.0.24,80,0.004757134573295034,135,183,4,4,http,2025-03-27 10:00:41.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.211,10.0.0.189,80,0.00657567224783106,114,144,2,3,http,2025-03-27 10:00:04.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.46,10.0.0.228,80,0.006492111311268793,163,170,6,1,http,2025-03-27 10:00:12.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.213,10.0.0.218,80,0.007034277997369331,189,138,6,2,http,2025-03-27 10:00:10.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.52,10.0.0.159,80,0.0054920237242410165,169,103,6,4,http,2025-03-27 10:00:07.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.213,10.0.0.59,80,0.004030979898905764,281,68,7,3,http,2025-03-27 10:00:03.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.115,10.0.0.61,80,0.008031375193433412,177,131,6,2,http,2025-03-27 10:00:04.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.108,10.0.0.13,80,0.0030231897475445626,403,179,3,3,http,2025-03-27 10:00:17.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.179,10.0.0.54,80,0.0020447137837834094,366,195,4,1,http,2025-03-27 10:00:38.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.194,10.0.0.77,80,0.006506715603314222,288,69,3,1,http,2025-03-27 10:00:45.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.141,10.0.0.196,80,0.0025658336562795147,254,194,7,4,http,2025-03-27 10:00:13.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.223,10.0.0.215,80,0.009775231131882483,346,93,7,4,http,2025-03-27 10:00:36.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.214,10.0.0.152,80,0.007360367983367924,319,121,4,1,http,2025-03-27 10:00:39.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.235,10.0.0.132,80,0.009964015479677017,238,143,6,3,http,2025-03-27 10:00:33.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.200,10.0.0.9,80,0.009194626217805191,312,179,6,4,http,2025-03-27 10:00:30.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.254,10.0.0.136,80,0.0018658778640087243,225,121,5,2,http,2025-03-27 10:00:21.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.81,10.0.0.209,80,0.00365237937687221,131,101,2,4,http,2025-03-27 10:00:14.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.90,10.0.0.107,80,0.007353998894578892,237,121,4,3,http,2025-03-27 10:00:18.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.110,10.0.0.8,80,0.004156201966372011,175,118,3,3,http,2025-03-27 10:00:27.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.39,10.0.0.135,80,0.007301929912075101,485,85,5,1,http,2025-03-27 10:00:15.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.153,10.0.0.233,80,0.0012336481316582697,227,135,4,4,http,2025-03-27 10:00:00.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.85,10.0.0.177,80,0.00824028037894545,385,79,2,2,http,2025-03-27 10:00:47.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.58,10.0.0.7,80,0.008335621910616958,275,151,7,2,http,2025-03-27 10:00:22.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.238,10.0.0.149,80,0.001182154180515828,151,143,3,3,http,2025-03-27 10:00:43.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.213,10.0.0.31,80,0.0010197386942339412,282,176,7,1,http,2025-03-27 10:00:27.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.147,10.0.0.217,80,0.0019285102639639356,124,141,7,2,http,2025-03-27 10:00:02.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.55,10.0.0.181,80,0.008735529545275365,121,141,2,3,http,2025-03-27 10:00:20.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.150,10.0.0.238,80,0.007900263830886115,235,97,7,1,http,2025-03-27 10:00:23.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.222,10.0.0.232,80,0.005870544982246469,135,127,6,3,http,2025-03-27 10:00:38.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.171,10.0.0.219,80,0.005667454441860343,209,193,3,4,http,2025-03-27 10:00:28.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.186,10.0.0.85,80,0.00744008455849164,399,61,6,2,http,2025-03-27 10:00:42.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.30,10.0.0.163,80,0.0027705222772185754,184,167,2,4,http,2025-03-27 10:00:39.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.117,10.0.0.96,80,0.008353074041374177,221,61,3,1,http,2025-03-27 10:00:48.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.241,10.0.0.227,80,0.00228524918171098,189,176,7,1,http,2025-03-27 10:00:08.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.43,10.0.0.86,80,0.001617592856202423,179,100,5,2,http,2025-03-27 10:00:15.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.27,10.0.0.56,80,0.008527677294245212,496,197,5,2,http,2025-03-27 10:00:42.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.160,10.0.0.30,80,0.0017666395463020292,248,78,7,2,http,2025-03-27 10:00:08.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.2,10.0.0.120,80,0.00881792955307343,158,87,3,2,http,2025-03-27 10:00:09.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.176,10.0.0.44,80,0.0032750246647862947,123,157,2,3,http,2025-03-27 10:00:13.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.111,10.0.0.206,80,0.005726480925091022,451,177,3,2,http,2025-03-27 10:00:39.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.34,10.0.0.22,80,0.0028974211565038583,316,162,4,1,http,2025-03-27 10:00:10.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.118,10.0.0.18,80,0.0097166998078545,327,156,5,3,http,2025-03-27 10:00:45.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.127,10.0.0.198,80,0.0033534512685394822,110,128,6,4,http,2025-03-27 10:00:35.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.205,10.0.0.230,80,0.0017229337823337332,344,157,7,1,http,2025-03-27 10:00:17.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.65,10.0.0.66,80,0.0014675368246008958,158,186,2,1,http,2025-03-27 10:00:34.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.134,10.0.0.229,80,0.002345795742834485,347,101,7,2,http,2025-03-27 10:00:14.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.99,10.0.0.240,80,0.0038708054344589442,217,146,5,1,http,2025-03-27 10:00:11.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.243,10.0.0.50,80,0.004676868088957908,168,85,6,3,http,2025-03-27 10:00:02.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.195,10.0.0.246,80,0.005211033620161466,440,192,2,4,http,2025-03-27 10:00:38.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.22,10.0.0.20,80,0.008393029891868516,382,144,6,2,http,2025-03-27 10:00:30.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.245,10.0.0.127,80,0.00914060851431435,363,130,7,3,http,2025-03-27 10:00:12.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.251,10.0.0.239,80,0.004041784984403569,218,159,2,2,http,2025-03-27 10:00:47.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.51,10.0.0.8,80,0.0089603726293606,138,80,5,4,http,2025-03-27 10:00:33.799999999,TCP,ESTABLISHED,64,64,0
192.168.1.192,10.0.0.10,80,0.007542945247432634,475,181,7,2,http,2025-03-27 10:00:48.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.76,10.0.0.161,80,0.009583354606939133,369,70,4,1,http,2025-03-27 10:00:34.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.6,10.0.0.33,80,0.0055632778685535235,367,131,6,4,http,2025-03-27 10:00:25.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.132,10.0.0.62,51304,0.0072060172001008945,375,69,4,1,-,2025-03-27 10:00:49.300000000,TCP,ESTABLISHED,64,64,1
192.168.1.76,10.0.0.96,80,0.0035155543286029185,417,176,6,3,http,2025-03-27 10:00:43.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.239,10.0.0.127,80,0.0052840082560807345,449,177,6,1,http,2025-03-27 10:00:30.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.199,10.0.0.239,80,0.001472625277919679,496,115,5,4,http,2025-03-27 10:00:25.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.26,10.0.0.231,80,0.004244749313526757,344,73,6,3,http,2025-03-27 10:00:46.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.221,10.0.0.38,80,0.008685252654961756,225,115,3,1,http,2025-03-27 10:00:07.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.60,10.0.0.219,80,0.002085471909409948,322,197,2,2,http,2025-03-27 10:00:07.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.248,10.0.0.9,80,0.0016833039976823232,362,86,6,4,http,2025-03-27 10:00:36.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.231,10.0.0.84,80,0.0045939353690172754,275,122,4,3,http,2025-03-27 10:00:22.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.182,10.0.0.78,80,0.007795928622132828,154,125,5,1,http,2025-03-27 10:00:08.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.20,10.0.0.22,80,0.0020326471938779886,357,118,3,4,http,2025-03-27 10:00:01.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.112,10.0.0.168,80,0.004851771646160203,313,171,5,2,http,2025-03-27 10:00:29.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.23,10.0.0.10,80,0.009347877690562369,394,79,3,3,http,2025-03-27 10:00:08.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.125,10.0.0.254,80,0.007453798964018318,312,65,6,2,http,2025-03-27 10:00:46.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.180,10.0.0.236,80,0.009354705993908918,278,142,4,4,http,2025-03-27 10:00:42.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.16,10.0.0.221,80,0.005929236147039718,151,161,6,2,http,2025-03-27 10:00:18.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.74,10.0.0.80,80,0.005369427067875486,205,98,5,4,http,2025-03-27 10:00:39.900000000,TCP,ESTABLISHED,64,64,0
192.168.1.252,10.0.0.245,80,0.001788697793556854,492,102,5,2,http,2025-03-27 10:00:32.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.161,10.0.0.70,80,0.0029423630836702373,279,108,7,3,http,2025-03-27 10:00:11.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.5,10.0.0.247,59841,0.006329085305794622,104,59,7,3,-,2025-03-27 10:00:49.200000000,TCP,ESTABLISHED,64,64,1
192.168.1.52,10.0.0.182,80,0.00876391228933913,462,136,5,2,http,2025-03-27 10:00:23.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.131,10.0.0.24,80,0.005296792434646253,336,154,2,2,http,2025-03-27 10:00:32.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.182,10.0.0.25,80,0.005164378101988396,127,164,2,3,http,2025-03-27 10:00:48.100000000,TCP,ESTABLISHED,64,64,0
192.168.1.187,10.0.0.3,80,0.006137762462120901,190,145,4,1,http,2025-03-27 10:00:40.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.150,10.0.0.168,80,0.0012859878560212167,248,168,5,2,http,2025-03-27 10:00:20.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.88,10.0.0.49,80,0.006461250239354994,330,58,6,1,http,2025-03-27 10:00:08.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.21,10.0.0.199,80,0.007765290263991293,279,116,5,2,http,2025-03-27 10:00:37.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.123,10.0.0.156,80,0.004136782445529796,458,154,4,2,http,2025-03-27 10:00:36.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.175,10.0.0.113,80,0.0039899667144930595,296,135,5,2,http,2025-03-27 10:00:06.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.160,10.0.0.54,80,0.0035526672252605045,454,179,7,2,http,2025-03-27 10:00:21.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.233,10.0.0.216,80,0.006621900141067332,233,123,7,4,http,2025-03-27 10:00:11.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.135,10.0.0.181,80,0.007204359041842265,124,199,3,1,http,2025-03-27 10:00:39.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.98,10.0.0.125,80,0.006101169101352988,154,191,7,3,http,2025-03-27 10:00:48.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.249,10.0.0.176,80,0.003643073576160727,494,177,7,4,http,2025-03-27 10:00:37.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.12,10.0.0.139,80,0.007235571645642478,479,165,6,2,http,2025-03-27 10:00:00.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.9,10.0.0.205,80,0.001145958595994725,146,89,2,2,http,2025-03-27 10:00:12.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.17,10.0.0.98,80,0.009848206333065983,236,195,2,4,http,2025-03-27 10:00:47.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.226,10.0.0.108,80,0.00902303755794263,143,65,7,4,http,2025-03-27 10:00:09.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.189,10.0.0.96,80,0.006487784052218666,130,60,6,2,http,2025-03-27 10:00:26.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.226,10.0.0.47,80,0.009078241942492276,222,90,2,1,http,2025-03-27 10:00:35.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.120,10.0.0.160,80,0.003034921116673065,267,99,7,3,http,2025-03-27 10:00:09.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.28,10.0.0.152,80,0.004506977005520791,450,99,4,2,http,2025-03-27 10:00:44.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.97,10.0.0.214,80,0.002576756972368137,457,144,6,3,http,2025-03-27 10:00:35.800000000,TCP,ESTABLISHED,64,64,0
192.168.1.64,10.0.0.205,80,0.005742136086619418,117,194,5,2,http,2025-03-27 10:00:44.700000000,TCP,ESTABLISHED,64,64,0
192.168.1.252,10.0.0.3,80,0.008057441635192335,120,161,2,2,http,2025-03-27 10:00:22.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.27,10.0.0.36,80,0.006767126406993838,307,55,5,3,http,2025-03-27 10:00:34.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.106,10.0.0.199,80,0.003675398533078712,121,183,2,2,http,2025-03-27 10:00:21.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.219,10.0.0.84,80,0.0036584367420344067,416,190,3,1,http,2025-03-27 10:00:02.300000000,TCP,ESTABLISHED,64,64,0
192.168.1.34,10.0.0.22,80,0.0031634117335517806,328,89,3,2,http,2025-03-27 10:00:07.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.220,10.0.0.235,80,0.008334748915258892,435,112,2,3,http,2025-03-27 10:00:22.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.215,10.0.0.170,80,0.0057898954809806336,304,120,4,2,http,2025-03-27 10:00:01.600000000,TCP,ESTABLISHED,64,64,0
192.168.1.29,10.0.0.145,80,0.007088018176719166,428,144,3,1,http,2025-03-27 10:00:48.400000000,TCP,ESTABLISHED,64,64,0
192.168.1.113,10.0.0.253,80,0.009846987037768713,234,124,5,2,http,2025-03-27 10:00:11.500000000,TCP,ESTABLISHED,64,64,0
192.168.1.98,10.0.0.8,80,0.006566705553393217,370,147,5,4,http,2025-03-27 10:00:43.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.174,10.0.0.136,80,0.007371715214960881,371,106,2,2,http,2025-03-27 10:00:11.000000000,TCP,ESTABLISHED,64,64,0
192.168.1.172,10.0.0.1,80,0.005485067791975062,150,92,3,4,http,2025-03-27 10:00:23.200000000,TCP,ESTABLISHED,64,64,0
192.168.1.33,10.0.0.98,80,0.003921953213508872,461,65,5,2,http,2025-03-27 10:00:38.300000000,TCP,ESTABLISHED,64,64,0
